"date","latitude","longitude","temperature_2m","shortwave_radiation","direct_radiation","diffuse_radiation","direct_normal_irradiance","relative_humidity_2m","dew_point_2m","precipitation","wind_speed_10m","wind_speed_100m","wind_direction_100m","wind_direction_10m","cloud_cover","apparent_temperature","partition_0"
"2024-09-01T16:00:00","40.0795156","-83.0732128","78.36979675292969","737","640.0","97","865.2870483398438","51.32045364379883","58.92980194091797","0.0","5.592499732971191","7.385488510131836","271.73565673828125","270.0","0","80.9632568359375","2024-01-01_2024-12-31"
"2024-09-01T17:00:00","40.0795156","-83.0732128","79.89979553222656","826","724.0","102","886.6307373046875","48.649314880371094","58.83980178833008","0.0","6.267593383789062","8.512365341186523","273.0127258300781","272.04534912109375","0","83.06217956542969","2024-01-01_2024-12-31"
"2024-09-01T18:00:00","40.0795156","-83.0732128","81.33979797363281","850","746.0","104","884.0086059570312","47.320247650146484","59.379798889160156","0.0","7.16189432144165","9.496058464050293","285.0184020996094","284.4703369140625","0","84.5036392211914","2024-01-01_2024-12-31"
"2024-09-01T19:00:00","40.0795156","-83.0732128","82.23979949951172","812","709.0","103","864.963623046875","47.15131759643555","60.09980010986328","0.0","7.203695774078369","9.606084823608398","297.7584228515625","295.7692565917969","4","85.2763900756836","2024-01-01_2024-12-31"
"2024-09-01T20:00:00","40.0795156","-83.0732128","83.58979797363281","714","609.0","105","816.7675170898438","43.853668212890625","59.28980255126953","0.0","7.651716709136963","10.756224632263184","286.9275817871094","285.2551574707031","66","85.10636138916016","2024-01-01_2024-12-31"
"2024-09-01T21:00:00","40.0795156","-83.0732128","82.32980346679688","465","295.0","170","470.70318603515625","45.52986526489258","59.199798583984375","0.0","10.908673286437988","16.211692810058594","297.9793701171875","298.1415100097656","37","80.79269409179688","2024-01-01_2024-12-31"
"2024-09-01T22:00:00","40.0795156","-83.0732128","80.34980010986328","299","185.0","114","392.7164611816406","49.98203659057617","60.009803771972656","0.003937007859349","9.398061752319336","15.127479553222656","308.39520263671875","308.2338562011719","46","79.7668228149414","2024-01-01_2024-12-31"
"2024-09-01T23:00:00","40.0795156","-83.0732128","74.94979858398438","157","87.0","70","300.73797607421875","63.679473876953125","61.8098030090332","0.011811024509370001","11.788373947143555","18.840003967285156","330.0864562988281","326.6114501953125","91","74.0892333984375","2024-01-01_2024-12-31"
"2024-09-02T00:00:00","40.0795156","-83.0732128","70.71980285644531","16","0.0","16","0.0","81.24776458740234","64.68980407714844","0.031496062874794","6.729615688323975","12.207545280456543","346.2183837890625","338.55218505859375","57","73.25167846679688","2024-01-01_2024-12-31"
"2024-09-02T01:00:00","40.0795156","-83.0732128","70.35980224609375","0","0.0","0","0.0","75.77166748046875","62.34980010986328","0.0","10.26585578918457","17.741539001464844","13.861053466796875","11.309895515441895","3","70.37232971191406","2024-01-01_2024-12-31"
"2024-09-02T02:00:00","40.0795156","-83.0732128","69.00980377197266","0","0.0","0","0.0","75.89254760742188","61.08980178833008","0.0","10.187564849853516","17.908578872680664","20.472362518310547","19.230770111083984","4","68.53392028808594","2024-01-01_2024-12-31"
"2024-09-02T03:00:00","40.0795156","-83.0732128","67.65980529785156","0","0.0","0","0.0","76.9953384399414","60.18980026245117","0.0","8.849590301513672","15.922035217285156","24.04422378540039","20.72563934326172","1","67.38912963867188","2024-01-01_2024-12-31"
"2024-09-02T04:00:00","40.0795156","-83.0732128","66.30979919433594","0","0.0","0","0.0","77.62471008300781","59.10980224609375","0.0","7.203695774078369","14.234423637390137","30.191543579101562","25.769283294677734","0","66.31533813476562","2024-01-01_2024-12-31"
"2024-09-02T05:00:00","40.0795156","-83.0732128","64.50980377197266","0","0.0","0","0.0","78.73689270019531","57.759803771972656","0.0","5.405954837799072","12.223930358886719","34.562591552734375","24.443952560424805","0","64.77046203613281","2024-01-01_2024-12-31"
"2024-09-02T06:00:00","40.0795156","-83.0732128","62.79979705810547","0","0.0","0","0.0","81.7244644165039","57.129798889160156","0.0","5.632622241973877","11.720257759094238","23.629398345947266","6.842679023742676","11","62.73691177368164","2024-01-01_2024-12-31"
"2024-09-02T07:00:00","40.0795156","-83.0732128","61.89979934692383","0","0.0","0","0.0","82.46145629882812","56.49980163574219","0.0","6.187236309051514","12.719464302062988","23.86018943786621","12.52879810333252","6","61.37895965576172","2024-01-01_2024-12-31"
"2024-09-02T08:00:00","40.0795156","-83.0732128","61.269798278808594","0","0.0","0","0.0","79.50859832763672","54.879798889160156","0.0","6.862159252166748","14.014764785766602","28.610368728637695","19.02570152282715","2","59.908287048339844","2024-01-01_2024-12-31"
"2024-09-02T09:00:00","40.0795156","-83.0732128","60.639801025390625","0","0.0","0","0.0","76.88735961914062","53.34980010986328","0.0","7.609088897705078","15.039563179016113","30.379045486450195","24.304548263549805","10","58.4638671875","2024-01-01_2024-12-31"
"2024-09-02T10:00:00","40.0795156","-83.0732128","60.27980041503906","0","0.0","0","0.0","74.60186004638672","52.17980194091797","0.0","8.213172912597656","15.760931015014648","34.59235763549805","29.35765838623047","23","57.483402252197266","2024-01-01_2024-12-31"
"2024-09-02T11:00:00","40.0795156","-83.0732128","59.5598030090332","0","0.0","0","0.0","71.8520736694336","50.46980285644531","0.0","8.018950462341309","15.394721031188965","35.53776550292969","30.141300201416016","47","56.335968017578125","2024-01-01_2024-12-31"
"2024-09-02T12:00:00","40.0795156","-83.0732128","59.82979965209961","47","26.0","21","206.84075927734375","73.08706665039062","51.18980026245117","0.0","7.105776786804199","13.71155071258545","33.690101623535156","28.178495407104492","2","57.20280456542969","2024-01-01_2024-12-31"
"2024-09-02T13:00:00","40.0795156","-83.0732128","62.52980041503906","213","148.0","65","537.4942016601562","72.63310241699219","53.61980056762695","0.0","5.96906042098999","8.914381980895996","17.52566909790039","12.994629859924316","14","61.132408142089844","2024-01-01_2024-12-31"
"2024-09-02T14:00:00","40.0795156","-83.0732128","64.59980010986328","392","288.0","104","628.6484375","67.55016326904297","53.61980056762695","0.003937007859349","8.488818168640137","11.743717193603516","17.744766235351562","18.4350528717041","62","62.13722610473633","2024-01-01_2024-12-31"
"2024-09-02T15:00:00","40.0795156","-83.0732128","66.12979888916016","414","191.0","223","310.32904052734375","63.21083450317383","53.259803771972656","0.003937007859349","8.573869705200195","11.830747604370117","15.350198745727539","15.124064445495605","32","63.51581573486328","2024-01-01_2024-12-31"
"2024-09-02T16:00:00","40.0795156","-83.0732128","68.46980285644531","669","496.0","173","673.3099365234375","55.8558349609375","52.08980178833008","0.0","8.130502700805664","10.851180076599121","8.297059059143066","7.9070820808410645","3","66.85611724853516","2024-01-01_2024-12-31"
"2024-09-02T17:00:00","40.0795156","-83.0732128","70.08979797363281","806","672.0","134","826.1616821289062","46.54658889770508","48.6697998046875","0.0","8.547564506530762","11.709578514099121","6.58184814453125","6.008918285369873","0","68.63984680175781","2024-01-01_2024-12-31"
"2024-09-02T18:00:00","40.0795156","-83.0732128","71.25980377197266","855","740.0","115","880.4801025390625","44.281314849853516","48.39979934692383","0.0","9.461742401123047","13.068753242492676","6.881638526916504","6.78888463973999","1","69.76012420654297","2024-01-01_2024-12-31"
"2024-09-02T19:00:00","40.0795156","-83.0732128","71.79979705810547","829","722.0","107","884.8566284179688","43.33212661743164","48.3098030090332","0.0","9.966581344604492","13.827844619750977","9.309865951538086","9.03940486907959","6","69.77973175048828","2024-01-01_2024-12-31"
"2024-09-02T20:00:00","40.0795156","-83.0732128","71.88980102539062","738","634.0","104","854.9573974609375","42.33458709716797","47.76980209350586","0.0","10.187564849853516","14.306310653686523","9.904120445251465","8.8417387008667","3","68.7627182006836","2024-01-01_2024-12-31"
"2024-09-02T21:00:00","40.0795156","-83.0732128","71.25980377197266","599","502.0","97","806.6510620117188","42.52289581298828","47.319801330566406","0.0","10.665118217468262","15.226395606994629","10.154213905334473","9.659832000732422","3","66.501953125","2024-01-01_2024-12-31"
